seed,range,num_data,packets
3,100,5,548
3,150,5,530
3,200,5,524
3,250,5,516
3,300,5,516
3,100,10,1122
3,150,10,1078
3,200,10,1056
3,250,10,1046
3,300,10,1036
3,100,15,1656
3,150,15,1600
3,200,15,1574
3,250,15,1560
3,300,15,1550
3,100,20,2208
3,150,20,2132
3,200,20,2098
3,250,20,2078
3,300,20,2066
3,100,25,2770
3,150,25,2668
3,200,25,2626
3,250,25,2598
3,300,25,2586
3,100,30,3304
3,150,30,3190
3,200,30,3146
3,250,30,3114
3,300,30,3100
3,100,35,3854
3,150,35,3726
3,200,35,3670
3,250,35,3636
3,300,35,3618
3,100,40,4400
3,150,40,4252
3,200,40,4190
3,250,40,4152
3,300,40,4132
3,100,45,4960
3,150,45,4788
3,200,45,4718
3,250,45,4674
3,300,45,4652
3,100,50,5510
3,150,50,5318
3,200,50,5240
3,250,50,5194
3,300,50,5168
3,100,55,6058
3,150,55,5846
3,200,55,5760
3,250,55,5710
3,300,55,5682
3,100,60,6606
3,150,60,6374
3,200,60,6282
3,250,60,6230
3,300,60,6200
3,100,65,7164
3,150,65,6910
3,200,65,6810
3,250,65,6752
3,300,65,6720
3,100,70,7716
3,150,70,7444
3,200,70,7336
3,250,70,7270
3,300,70,7236
3,100,75,8256
3,150,75,7970
3,200,75,7854
3,250,75,7788
3,300,75,7750
3,100,80,8786
3,150,80,8492
3,200,80,8370
3,250,80,8302
3,300,80,8262
3,100,85,9340
3,150,85,9024
3,200,85,8894
3,250,85,8820
3,300,85,8776
3,100,90,9870
3,150,90,9544
3,200,90,9408
3,250,90,9334
3,300,90,9286
3,100,95,10414
3,150,95,10072
3,200,95,9932
3,250,95,9850
3,300,95,9800
3,100,100,10974
3,150,100,10608
3,200,100,10458
3,250,100,10372
3,300,100,10318
