seed,range,num_data,packets
17,100,5,550
17,150,5,530
17,200,5,522
17,250,5,520
17,300,5,518
17,100,10,1092
17,150,10,1058
17,200,10,1042
17,250,10,1038
17,300,10,1030
17,100,15,1640
17,150,15,1592
17,200,15,1566
17,250,15,1560
17,300,15,1548
17,100,20,2216
17,150,20,2142
17,200,20,2102
17,250,20,2086
17,300,20,2070
17,100,25,2780
17,150,25,2678
17,200,25,2630
17,250,25,2608
17,300,25,2590
17,100,30,3330
17,150,30,3210
17,200,30,3152
17,250,30,3128
17,300,30,3106
17,100,35,3886
17,150,35,3742
17,200,35,3678
17,250,35,3648
17,300,35,3622
17,100,40,4428
17,150,40,4270
17,200,40,4198
17,250,40,4166
17,300,40,4136
17,100,45,4992
17,150,45,4808
17,200,45,4726
17,250,45,4688
17,300,45,4654
17,100,50,5526
17,150,50,5328
17,200,50,5244
17,250,50,5200
17,300,50,5166
17,100,55,6086
17,150,55,5866
17,200,55,5772
17,250,55,5722
17,300,55,5686
17,100,60,6654
17,150,60,6410
17,200,60,6300
17,250,60,6244
17,300,60,6206
17,100,65,7196
17,150,65,6936
17,200,65,6820
17,250,65,6758
17,300,65,6720
17,100,70,7750
17,150,70,7468
17,200,70,7340
17,250,70,7276
17,300,70,7236
17,100,75,8308
17,150,75,8002
17,200,75,7866
17,250,75,7798
17,300,75,7756
17,100,80,8860
17,150,80,8532
17,200,80,8390
17,250,80,8316
17,300,80,8274
17,100,85,9410
17,150,85,9060
17,200,85,8912
17,250,85,8834
17,300,85,8790
17,100,90,9968
17,150,90,9596
17,200,90,9440
17,250,90,9358
17,300,90,9308
17,100,95,10518
17,150,95,10128
17,200,95,9964
17,250,95,9878
17,300,95,9822
17,100,100,11076
17,150,100,10662
17,200,100,10490
17,250,100,10400
17,300,100,10340
