seed,range,num_data,packets
13,100,5,536
13,150,5,522
13,200,5,522
13,250,5,514
13,300,5,514
13,100,10,1084
13,150,10,1050
13,200,10,1042
13,250,10,1030
13,300,10,1030
13,100,15,1626
13,150,15,1578
13,200,15,1562
13,250,15,1550
13,300,15,1542
13,100,20,2162
13,150,20,2100
13,200,20,2080
13,250,20,2066
13,300,20,2056
13,100,25,2698
13,150,25,2626
13,200,25,2600
13,250,25,2580
13,300,25,2568
13,100,30,3248
13,150,30,3160
13,200,30,3120
13,250,30,3100
13,300,30,3084
13,100,35,3784
13,150,35,3684
13,200,35,3640
13,250,35,3614
13,300,35,3598
13,100,40,4330
13,150,40,4212
13,200,40,4162
13,250,40,4130
13,300,40,4112
13,100,45,4878
13,150,45,4740
13,200,45,4688
13,250,45,4648
13,300,45,4626
13,100,50,5438
13,150,50,5278
13,200,50,5214
13,250,50,5168
13,300,50,5140
13,100,55,5984
13,150,55,5806
13,200,55,5736
13,250,55,5690
13,300,55,5656
13,100,60,6528
13,150,60,6332
13,200,60,6256
13,250,60,6208
13,300,60,6172
13,100,65,7074
13,150,65,6858
13,200,65,6778
13,250,65,6724
13,300,65,6686
13,100,70,7608
13,150,70,7378
13,200,70,7294
13,250,70,7238
13,300,70,7198
13,100,75,8148
13,150,75,7902
13,200,75,7814
13,250,75,7752
13,300,75,7710
13,100,80,8698
13,150,80,8434
13,200,80,8338
13,250,80,8272
13,300,80,8224
13,100,85,9248
13,150,85,8964
13,200,85,8864
13,250,85,8790
13,300,85,8740
13,100,90,9798
13,150,90,9492
13,200,90,9386
13,250,90,9310
13,300,90,9256
13,100,95,10340
13,150,95,10020
13,200,95,9908
13,250,95,9830
13,300,95,9772
13,100,100,10878
13,150,100,10544
13,200,100,10426
13,250,100,10346
13,300,100,10286
