seed,range,num_data,packets
20,100,5,554
20,150,5,532
20,200,5,526
20,250,5,520
20,300,5,516
20,100,10,1098
20,150,10,1060
20,200,10,1046
20,250,10,1036
20,300,10,1032
20,100,15,1640
20,150,15,1586
20,200,15,1566
20,250,15,1552
20,300,15,1546
20,100,20,2178
20,150,20,2110
20,200,20,2086
20,250,20,2068
20,300,20,2058
20,100,25,2724
20,150,25,2638
20,200,25,2608
20,250,25,2584
20,300,25,2572
20,100,30,3290
20,150,30,3180
20,200,30,3140
20,250,30,3104
20,300,30,3092
20,100,35,3838
20,150,35,3710
20,200,35,3662
20,250,35,3622
20,300,35,3608
20,100,40,4392
20,150,40,4248
20,200,40,4190
20,250,40,4144
20,300,40,4128
20,100,45,4934
20,150,45,4778
20,200,45,4714
20,250,45,4664
20,300,45,4646
20,100,50,5472
20,150,50,5300
20,200,50,5234
20,250,50,5180
20,300,50,5158
20,100,55,6014
20,150,55,5826
20,200,55,5754
20,250,55,5698
20,300,55,5672
20,100,60,6572
20,150,60,6364
20,200,60,6282
20,250,60,6218
20,300,60,6192
20,100,65,7104
20,150,65,6888
20,200,65,6798
20,250,65,6732
20,300,65,6706
20,100,70,7646
20,150,70,7418
20,200,70,7322
20,250,70,7250
20,300,70,7222
20,100,75,8174
20,150,75,7938
20,200,75,7838
20,250,75,7762
20,300,75,7734
20,100,80,8720
20,150,80,8466
20,200,80,8358
20,250,80,8280
20,300,80,8252
20,100,85,9284
20,150,85,9002
20,200,85,8886
20,250,85,8802
20,300,85,8770
20,100,90,9820
20,150,90,9528
20,200,90,9406
20,250,90,9320
20,300,90,9282
20,100,95,10356
20,150,95,10048
20,200,95,9922
20,250,95,9834
20,300,95,9794
20,100,100,10914
20,150,100,10582
20,200,100,10448
20,250,100,10354
20,300,100,10314
