seed,range,num_data,packets
15,100,5,542
15,150,5,528
15,200,5,524
15,250,5,518
15,300,5,514
15,100,10,1094
15,150,10,1060
15,200,10,1050
15,250,10,1038
15,300,10,1032
15,100,15,1644
15,150,15,1590
15,200,15,1574
15,250,15,1558
15,300,15,1548
15,100,20,2192
15,150,20,2122
15,200,20,2096
15,250,20,2076
15,300,20,2064
15,100,25,2732
15,150,25,2650
15,200,25,2620
15,250,25,2594
15,300,25,2580
15,100,30,3276
15,150,30,3182
15,200,30,3142
15,250,30,3112
15,300,30,3098
15,100,35,3824
15,150,35,3714
15,200,35,3662
15,250,35,3632
15,300,35,3612
15,100,40,4370
15,150,40,4250
15,200,40,4184
15,250,40,4150
15,300,40,4128
15,100,45,4920
15,150,45,4778
15,200,45,4706
15,250,45,4668
15,300,45,4646
15,100,50,5480
15,150,50,5320
15,200,50,5238
15,250,50,5192
15,300,50,5168
15,100,55,6020
15,150,55,5844
15,200,55,5760
15,250,55,5708
15,300,55,5684
15,100,60,6568
15,150,60,6372
15,200,60,6284
15,250,60,6226
15,300,60,6200
15,100,65,7106
15,150,65,6896
15,200,65,6802
15,250,65,6740
15,300,65,6714
15,100,70,7654
15,150,70,7430
15,200,70,7330
15,250,70,7260
15,300,70,7234
15,100,75,8216
15,150,75,7968
15,200,75,7858
15,250,75,7782
15,300,75,7756
15,100,80,8768
15,150,80,8502
15,200,80,8384
15,250,80,8302
15,300,80,8272
15,100,85,9292
15,150,85,9020
15,200,85,8898
15,250,85,8812
15,300,85,8782
15,100,90,9834
15,150,90,9546
15,200,90,9420
15,250,90,9328
15,300,90,9298
15,100,95,10372
15,150,95,10072
15,200,95,9936
15,250,95,9844
15,300,95,9812
15,100,100,10932
15,150,100,10604
15,200,100,10462
15,250,100,10364
15,300,100,10330
