seed,range,num_data,packets
0,100,5,688
0,100,10,738
0,100,15,807
0,100,20,855
0,100,25,905
0,100,30,968
0,100,35,1031
0,100,40,1080
0,100,45,1129
0,100,50,1183
0,100,55,1272
0,100,60,1344
0,100,65,1373
0,100,70,1450
0,100,75,1567
0,100,80,1577
0,100,85,1667
0,100,90,1731
0,100,95,1739
0,100,100,1880
0,150,5,485
0,150,10,521
0,150,15,565
0,150,20,597
0,150,25,631
0,150,30,676
0,150,35,710
0,150,40,752
0,150,45,798
0,150,50,818
0,150,55,872
0,150,60,959
0,150,65,948
0,150,70,992
0,150,75,1029
0,150,80,1085
0,150,85,1127
0,150,90,1167
0,150,95,1194
0,150,100,1284
0,200,5,437
0,200,10,466
0,200,15,499
0,200,20,537
0,200,25,551
0,200,30,584
0,200,35,612
0,200,40,651
0,200,45,674
0,200,50,709
0,200,55,741
0,200,60,768
0,200,65,822
0,200,70,835
0,200,75,865
0,200,80,902
0,200,85,947
0,200,90,958
0,200,95,977
0,200,100,1038
0,250,5,389
0,250,10,409
0,250,15,436
0,250,20,460
0,250,25,483
0,250,30,505
0,250,35,534
0,250,40,556
0,250,45,582
0,250,50,602
0,250,55,635
0,250,60,671
0,250,65,684
0,250,70,711
0,250,75,743
0,250,80,775
0,250,85,805
0,250,90,808
0,250,95,836
0,250,100,876
0,300,5,360
0,300,10,380
0,300,15,403
0,300,20,421
0,300,25,442
0,300,30,463
0,300,35,487
0,300,40,503
0,300,45,525
0,300,50,543
0,300,55,576
0,300,60,600
0,300,65,615
0,300,70,640
0,300,75,664
0,300,80,673
0,300,85,691
0,300,90,717
0,300,95,733
0,300,100,769
