seed,range,num_data,packets
16,100,5,588
16,100,10,644
16,100,15,715
16,100,20,778
16,100,25,806
16,100,30,885
16,100,35,925
16,100,40,1019
16,100,45,1097
16,100,50,1171
16,100,55,1254
16,100,60,1310
16,100,65,1378
16,100,70,1457
16,100,75,1548
16,100,80,1604
16,100,85,1602
16,100,90,1732
16,100,95,1784
16,100,100,1812
16,150,5,469
16,150,10,508
16,150,15,552
16,150,20,603
16,150,25,620
16,150,30,660
16,150,35,699
16,150,40,785
16,150,45,812
16,150,50,839
16,150,55,893
16,150,60,960
16,150,65,987
16,150,70,1027
16,150,75,1109
16,150,80,1141
16,150,85,1174
16,150,90,1194
16,150,95,1217
16,150,100,1275
16,200,5,413
16,200,10,442
16,200,15,472
16,200,20,505
16,200,25,521
16,200,30,554
16,200,35,580
16,200,40,629
16,200,45,652
16,200,50,690
16,200,55,745
16,200,60,761
16,200,65,797
16,200,70,839
16,200,75,871
16,200,80,917
16,200,85,914
16,200,90,962
16,200,95,982
16,200,100,1015
16,250,5,369
16,250,10,394
16,250,15,421
16,250,20,447
16,250,25,466
16,250,30,493
16,250,35,522
16,250,40,551
16,250,45,576
16,250,50,607
16,250,55,640
16,250,60,659
16,250,65,693
16,250,70,728
16,250,75,739
16,250,80,787
16,250,85,816
16,250,90,820
16,250,95,841
16,250,100,859
16,300,5,352
16,300,10,374
16,300,15,397
16,300,20,421
16,300,25,436
16,300,30,459
16,300,35,485
16,300,40,512
16,300,45,532
16,300,50,563
16,300,55,587
16,300,60,609
16,300,65,641
16,300,70,653
16,300,75,673
16,300,80,704
16,300,85,719
16,300,90,726
16,300,95,760
16,300,100,776
