seed,range,num_data,packets
19,100,5,548
19,150,5,528
19,200,5,522
19,250,5,518
19,300,5,514
19,100,10,1076
19,150,10,1050
19,200,10,1038
19,250,10,1032
19,300,10,1028
19,100,15,1630
19,150,15,1582
19,200,15,1564
19,250,15,1552
19,300,15,1544
19,100,20,2180
19,150,20,2114
19,200,20,2088
19,250,20,2072
19,300,20,2060
19,100,25,2726
19,150,25,2644
19,200,25,2612
19,250,25,2590
19,300,25,2576
19,100,30,3278
19,150,30,3178
19,200,30,3134
19,250,30,3106
19,300,30,3092
19,100,35,3832
19,150,35,3712
19,200,35,3660
19,250,35,3626
19,300,35,3608
19,100,40,4378
19,150,40,4238
19,200,40,4178
19,250,40,4144
19,300,40,4122
19,100,45,4914
19,150,45,4760
19,200,45,4694
19,250,45,4658
19,300,45,4634
19,100,50,5464
19,150,50,5288
19,200,50,5218
19,250,50,5178
19,300,50,5152
19,100,55,5996
19,150,55,5810
19,200,55,5734
19,250,55,5694
19,300,55,5664
19,100,60,6538
19,150,60,6334
19,200,60,6250
19,250,60,6210
19,300,60,6178
19,100,65,7076
19,150,65,6858
19,200,65,6770
19,250,65,6726
19,300,65,6692
19,100,70,7630
19,150,70,7388
19,200,70,7296
19,250,70,7246
19,300,70,7210
19,100,75,8200
19,150,75,7930
19,200,75,7826
19,250,75,7770
19,300,75,7730
19,100,80,8748
19,150,80,8458
19,200,80,8348
19,250,80,8284
19,300,80,8244
19,100,85,9292
19,150,85,8986
19,200,85,8870
19,250,85,8800
19,300,85,8758
19,100,90,9834
19,150,90,9514
19,200,90,9388
19,250,90,9318
19,300,90,9272
19,100,95,10376
19,150,95,10038
19,200,95,9906
19,250,95,9834
19,300,95,9786
19,100,100,10906
19,150,100,10556
19,200,100,10422
19,250,100,10346
19,300,100,10298
